,Tweet,Time,nb_favorites
487,rt liftoff,2022-07-07 13:33:01+00:00,0
488,rt watch falcon 9 launch 53 starlink satellit orbit,2022-07-07 13:28:57+00:00,0
489,high recommend revolut mike duncan especi season 10,2022-07-06 21:09:27+00:00,36780
490,human reach mar lifetim,2022-07-06 10:58:50+00:00,578260
491,flatul earther,2022-07-06 09:33:59+00:00,100602
492,verit sock aficionado,2022-07-05 17:44:09+00:00,55466
493,confess penchant creativ sock,2022-07-05 17:36:03+00:00,93378
494,elvi elvish without h,2022-07-04 20:44:21+00:00,160838
495,happi juli 4th,2022-07-04 20:14:41+00:00,285843
496,,2022-07-04 20:10:57+00:00,308299
497,honor meet yesterday,2022-07-02 01:54:39+00:00,306902
498,venic site great remembr,2022-07-02 01:44:32+00:00,239749
499,feel perhap littl bore,2022-07-02 01:39:51+00:00,332821
500,wise word sjm,2022-07-02 01:37:50+00:00,165037
501,,2022-06-21 15:53:59+00:00,752798
502,ai get better day,2022-06-20 23:43:38+00:00,141914
503,favorit chees,2022-06-20 20:46:59+00:00,182438
504,keep support dogecoin,2022-06-19 06:19:16+00:00,385217
505,shadow crew,2022-06-19 06:10:43+00:00,88839
506,happi father s day,2022-06-19 05:45:31+00:00,431052
507,congrat spacex falcon team execut 3 flawless launch 2 day,2022-06-19 05:34:03+00:00,57217
508,chang starlink s default wifi name stinki,2022-06-18 16:52:02+00:00,148758
509,writer past present futur,2022-06-18 16:45:13+00:00,89058
510,feel déjà vu haha,2022-06-18 16:25:35+00:00,47983
511,congratul giga berlin team make 1000 car week,2022-06-18 03:16:40+00:00,103687
512,watch open scene idiocraci ask friend kid,2022-06-18 01:26:53+00:00,77610
513,tiktok destroy civil peopl think,2022-06-18 00:57:04+00:00,429275
514,,2022-06-17 21:15:31+00:00,559803
515,best land video date thank starlink,2022-06-17 17:09:38+00:00,132046
516,rt watch falcon 9 launch 53 starlink satellit low earth orbit,2022-06-17 16:17:20+00:00,0
517,rt liftoff,2022-06-17 16:17:14+00:00,0
518,dress sink halloween choic,2022-06-15 23:42:45+00:00,166781
519,origin top gun great movi rewatch look forward see sequel,2022-06-15 17:17:20+00:00,251368
520,starship sn24 high bay,2022-06-15 02:19:15+00:00,152861
521,cryptonight,2022-06-15 00:54:50+00:00,269164
522,,2022-06-14 19:27:43+00:00,506625
523,build moat build tech tree,2022-06-14 16:18:30+00:00,133806
524,rt one step closer first orbit flight test starship,2022-06-14 15:57:16+00:00,0
525,word beauti,2022-06-12 20:47:10+00:00,276028
526,true expert even read wiki citat,2022-06-12 20:26:25+00:00,124281
527,make austin weirder,2022-06-12 18:45:38+00:00,102486
528,humor one great joy life,2022-06-11 22:24:31+00:00,459401
529,rt citi view model y,2022-06-11 16:29:12+00:00,0
530,33 raptor rocket engin produc 230 metric ton forc,2022-06-11 04:26:22+00:00,184352
531,play video game wherev want,2022-06-10 06:21:52+00:00,65830
532,rt awesom see peopl use starlink rvs 30 000 order count,2022-06-10 06:19:51+00:00,0
533,real talk,2022-06-10 05:31:05+00:00,194072
534,rt falcon 9 launch nilesat 301 communic satellit geosynchron transfer orbit florida,2022-06-08 23:55:04+00:00,0
535,,2022-06-07 15:39:14+00:00,638279
536,youtub seem nonstop scam ad,2022-06-07 15:32:30+00:00,628152
537,resolut life 8k sjm,2022-06-06 17:05:47+00:00,145758
538,chess releas video game,2022-06-06 01:17:17+00:00,282586
539,acid test two compet socioeconom system side need build wall keep peopl e,2022-06-06 01:06:53+00:00,170476
540,realiz common environmentalist annoy wrong conserv,2022-06-06 00:25:51+00:00,79803
541,o wonder mani good creatur beauteous mankind o brave new world peopl t,2022-06-06 00:14:14+00:00,82522
542,rt hepa air filter model y s x remov gt 99 97 dust pollen mold bacteria airborn particl,2022-06-05 19:06:57+00:00,0
543,hate human love human much,2022-06-05 11:39:30+00:00,395849
544,make life multiplanetari expand scope amp scale conscious enabl backup biospher,2022-06-05 11:29:45+00:00,124843
545,deck spacex hand updat talk gave last week,2022-06-05 11:20:06+00:00,56974
546,work tesla north american servic goal 2 3 car receiv day servic wait,2022-06-04 20:05:13+00:00,82076
547,thing remark doj leak list one media care seem odd,2022-06-04 18:57:49+00:00,434131
548,four falcon heavi flight later year incred team spacex,2022-06-04 17:03:50+00:00,43350
549,getti watermark coup de grâce,2022-06-04 04:04:22+00:00,97349
550,diabol,2022-06-04 03:52:11+00:00,245270
551,,2022-06-04 02:07:33+00:00,171808
552,johnni rotten sex pistol,2022-06-04 01:39:07+00:00,207695
553,los angel fortun someon rick caruso run mayor awesom,2022-06-03 13:08:57+00:00,108363
554,tesla ai day push sept 30 optimus prototyp work,2022-06-03 00:52:57+00:00,125150
555,rt tesla navig now take predict crosswind headwind humid amp temperatur account calcul batteri,2022-06-01 17:24:17+00:00,0
556,rt two year ago yesterday spacex launch first human spaceflight,2022-06-01 17:23:57+00:00,0
557,tesla score 100 100 7th year row lgbtq equal,2022-06-01 15:58:28+00:00,63337
558,10 year spacex s first mission,2022-05-31 20:23:56+00:00,62851
559,,2022-05-31 14:44:38+00:00,1410274
560,liter,2022-05-31 02:50:47+00:00,462221
561,tesla plaid s cruis around austin volum 11 sublim,2022-05-30 19:10:36+00:00,90994
562,veridi quo,2022-05-30 19:09:41+00:00,67208
563,miss,2022-05-30 18:21:04+00:00,500735
564,,2022-05-30 17:10:36+00:00,298792
565,remembr fell preserv light freedom,2022-05-30 14:20:04+00:00,382695
566,,2022-05-30 07:23:15+00:00,227201
567,tomorrow first sunris rest life make want,2022-05-29 23:24:09+00:00,419531
568,think deep time astound think much time ahead,2022-05-29 22:24:33+00:00,115835
569,con te partirò,2022-05-29 20:38:24+00:00,87025
570,,2022-05-28 11:49:16+00:00,376999
571,rt first two countri africa starlink regulatori approv starlink now licens seven contin,2022-05-28 11:20:02+00:00,0
572,,2022-05-28 02:47:42+00:00,1186047
573,rt starship 24 roll pad starbas,2022-05-27 22:52:53+00:00,0
574,one starlink provid internet entir school hundr student,2022-05-27 20:54:04+00:00,222455
575,starlink approv nigeria amp mozambiqu,2022-05-27 17:09:03+00:00,99880
576,starlink approv philippin,2022-05-27 15:34:13+00:00,94792
577,tesla merch bought doge soon spacex merch,2022-05-27 15:27:21+00:00,197090
578,,2022-05-27 08:02:25+00:00,336254
579,,2022-05-27 07:59:28+00:00,163929
580,ya know pretti damn great talk peopl walk life mani countri twitter,2022-05-27 01:22:59+00:00,322264
581,trust less real question,2022-05-26 23:54:27+00:00,177433
582,use word billionair pejor moral wrong amp dumb,2022-05-26 23:02:04+00:00,150486
583,jack board,2022-05-26 17:00:06+00:00,185442
584,polit sad generat,2022-05-26 16:36:54+00:00,514289
585,land back cape canaver human scale,2022-05-26 01:10:35+00:00,214060
586,falcon 9 go superson,2022-05-26 01:09:28+00:00,214996
587,,2022-05-25 19:29:04+00:00,350973
588,rt falcon 9 s first stage land land zone 1 spacex s 22nd launch land 2022,2022-05-25 19:13:12+00:00,0
589,popul collaps biggest threat civil,2022-05-24 20:13:10+00:00,137258
590,rt astronom wast import paper written,2022-05-24 18:46:53+00:00,0
591,rt ideal travel camp locat internet access unreli complet unavail,2022-05-24 17:17:38+00:00,0
592,usa birth rate min sustain level 50 year,2022-05-24 13:51:07+00:00,324035
593,starlink now avail rvs camper amp larg vehicl user note antenna big car,2022-05-23 23:11:34+00:00,93036
594,netflix documentari return astronaut orbit space shuttl program end,2022-05-23 13:55:43+00:00,103085
595,elden ring experienc entireti beauti art seen,2022-05-23 03:21:02+00:00,334443
596,,2022-05-21 23:40:20+00:00,160031
597,rt conversei há pouco com que visita o brasil convit ministro entr outro assunto trata,2022-05-21 06:44:32+00:00,0
598,accur,2022-05-20 22:42:22+00:00,46617
599,tesla build hardcor litig depart direct initi amp execut lawsuit team rep,2022-05-20 20:28:56+00:00,211940
600,sus man,2022-05-20 19:28:26+00:00,246503
601,worth watch interview 16 date import,2022-05-20 17:52:40+00:00,51022
602,super excit brazil launch starlink 19 000 unconnect school rural area amp environment,2022-05-20 13:40:48+00:00,582019
603,final use elong scandal name kind perfect,2022-05-20 05:43:53+00:00,277627
604,attack view polit len standard despic playbook b,2022-05-20 03:28:32+00:00,707780
605,clear spend lt 5 actual time twitter acquisit rocket scienc yest,2022-05-19 22:36:49+00:00,247382
606,,2022-05-19 21:14:47+00:00,285412
607,rt daili remind brain twitter hijack algorithm design one thing maximis engag,2022-05-19 18:09:23+00:00,0
608,,2022-05-19 17:56:22+00:00,256163
609,,2022-05-19 17:46:32+00:00,351374
610,wise word,2022-05-19 17:40:45+00:00,75677
611,good night sweet maestro flight angel sing thee thi rest,2022-05-19 17:34:23+00:00,75364
612,parti moder issu rep dem ideal,2022-05-19 15:48:35+00:00,237351
613,,2022-05-19 07:12:07+00:00,115213
614,love wacktivist incred sens humor,2022-05-19 05:16:06+00:00,222708
615,yup,2022-05-19 04:39:11+00:00,77087
616,rt select supercharg station now open non tesla ev belgium uk austria spain sweden,2022-05-19 01:08:50+00:00,0
617,anoth batch starlink reach orbit,2022-05-19 01:07:03+00:00,106295
618,,2022-05-19 01:05:07+00:00,339315
619,past vote democrat most kind parti becom parti div,2022-05-18 18:44:21+00:00,817043
620,despit tesla environ compani,2022-05-18 16:23:46+00:00,235653
621,polit attack escal dramat come month,2022-05-18 16:22:38+00:00,629856
622,exxon rate top ten best world environ social amp govern esg s amp p 500 tesla make,2022-05-18 16:09:17+00:00,300195
623,bullsh t baffl brain,2022-05-18 07:15:54+00:00,221552
624,rt fresh interview courtesi,2022-05-18 06:51:51+00:00,0
625,tesla ai day aug 19 mani cool updat,2022-05-17 22:05:46+00:00,137212
626,twitter claim gt 95 daili activ user real uniqu human anyon experi,2022-05-17 16:21:33+00:00,104508
627,icon lacon platon,2022-05-15 02:30:38+00:00,148338
628,rt back back falcon 9 launch starlink within 24 hour complet spacex s 19th 20th launch year,2022-05-15 01:36:44+00:00,0
629,borderlin sexi,2022-05-15 00:45:18+00:00,193289
630,golden state cook golden gees,2022-05-15 00:19:19+00:00,154411
631,lawyer ate california,2022-05-14 23:55:42+00:00,48175
632,import fix twitter feed 1 tap home button 2 tap star upper right screen 3 select lat,2022-05-14 23:04:15+00:00,532790
633,rt falcon 9 s first stage land read instruct droneship,2022-05-14 20:50:47+00:00,0
634,whoever thought own lib cheap never tri acquir social media compani,2022-05-14 18:52:07+00:00,383199
635,bot angri count,2022-05-14 02:41:00+00:00,804351
